Status.JVM.GarbageCollector.G1_Young_Generation.Count_min,Status.JVM.GarbageCollector.G1_Young_Generation.Count_max,Status.JVM.GarbageCollector.G1_Young_Generation.Count_avg,Status.JVM.GarbageCollector.G1_Young_Generation.Count_sum,Status.JVM.CPU.Load_min,Status.JVM.CPU.Load_max,Status.JVM.CPU.Load_avg,Status.JVM.CPU.Load_sum,Status.JVM.Memory.Heap.Used_min,Status.JVM.Memory.Heap.Used_max,Status.JVM.Memory.Heap.Used_avg,Status.JVM.Memory.Heap.Used_sum,Status.JVM.Memory.Heap.Committed_min,Status.JVM.Memory.Heap.Committed_max,Status.JVM.Memory.Heap.Committed_avg,Status.JVM.Memory.Heap.Committed_sum,Status.JVM.Memory.Heap.Max_min,Status.JVM.Memory.Heap.Max_max,Status.JVM.Memory.Heap.Max_avg,Status.JVM.Memory.Heap.Max_sum,Status.JVM.Memory.NonHeap.Used_min,Status.JVM.Memory.NonHeap.Used_max,Status.JVM.Memory.NonHeap.Used_avg,Status.JVM.Memory.NonHeap.Used_sum,Status.JVM.Memory.NonHeap.Committed_min,Status.JVM.Memory.NonHeap.Committed_max,Status.JVM.Memory.NonHeap.Committed_avg,Status.JVM.Memory.NonHeap.Committed_sum,Status.JVM.Memory.NonHeap.Max_min,Status.JVM.Memory.NonHeap.Max_max,Status.JVM.Memory.NonHeap.Max_avg,Status.JVM.Memory.NonHeap.Max_sum
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.004653100909785402,0.004653100909785402,0.004653100909785402,0.004653100909785402,319372384.0,319372384.0,319372384.0,319372384.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,108024960.0,108024960.0,108024960.0,108024960.0,112328704.0,112328704.0,112328704.0,112328704.0,780140544.0,780140544.0,780140544.0,780140544.0
85.0,85.0,85.0,85.0,0.2969543147208122,0.2969543147208122,0.2969543147208122,0.2969543147208122,173578088.0,173578088.0,173578088.0,173578088.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,122724360.0,122724360.0,122724360.0,122724360.0,129761280.0,129761280.0,129761280.0,129761280.0,780140544.0,780140544.0,780140544.0,780140544.0
85.0,85.0,85.0,85.0,0.2969543147208122,0.2969543147208122,0.2969543147208122,0.2969543147208122,173578088.0,173578088.0,173578088.0,173578088.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,122724360.0,122724360.0,122724360.0,122724360.0,129761280.0,129761280.0,129761280.0,129761280.0,780140544.0,780140544.0,780140544.0,780140544.0
85.0,85.0,85.0,85.0,0.2969543147208122,0.2969543147208122,0.2969543147208122,0.2969543147208122,173578088.0,173578088.0,173578088.0,173578088.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,122724360.0,122724360.0,122724360.0,122724360.0,129761280.0,129761280.0,129761280.0,129761280.0,780140544.0,780140544.0,780140544.0,780140544.0
85.0,85.0,85.0,85.0,0.2969543147208122,0.2969543147208122,0.2969543147208122,0.2969543147208122,173578088.0,173578088.0,173578088.0,173578088.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,122724360.0,122724360.0,122724360.0,122724360.0,129761280.0,129761280.0,129761280.0,129761280.0,780140544.0,780140544.0,780140544.0,780140544.0
85.0,85.0,85.0,85.0,0.2969543147208122,0.2969543147208122,0.2969543147208122,0.2969543147208122,173578088.0,173578088.0,173578088.0,173578088.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,122724360.0,122724360.0,122724360.0,122724360.0,129761280.0,129761280.0,129761280.0,129761280.0,780140544.0,780140544.0,780140544.0,780140544.0
85.0,85.0,85.0,85.0,0.2969543147208122,0.2969543147208122,0.2969543147208122,0.2969543147208122,173578088.0,173578088.0,173578088.0,173578088.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,122724360.0,122724360.0,122724360.0,122724360.0,129761280.0,129761280.0,129761280.0,129761280.0,780140544.0,780140544.0,780140544.0,780140544.0
85.0,85.0,85.0,85.0,0.2969543147208122,0.2969543147208122,0.2969543147208122,0.2969543147208122,173578088.0,173578088.0,173578088.0,173578088.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,122724360.0,122724360.0,122724360.0,122724360.0,129761280.0,129761280.0,129761280.0,129761280.0,780140544.0,780140544.0,780140544.0,780140544.0
85.0,85.0,85.0,85.0,0.2969543147208122,0.2969543147208122,0.2969543147208122,0.2969543147208122,173578088.0,173578088.0,173578088.0,173578088.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,122724360.0,122724360.0,122724360.0,122724360.0,129761280.0,129761280.0,129761280.0,129761280.0,780140544.0,780140544.0,780140544.0,780140544.0
