LatencyMeasurement.Latency_min,LatencyMeasurement.Latency_max,LatencyMeasurement.Latency_avg,LatencyMeasurement.Latency_sum,LatencyMeasurement.numRecordsIn_min,LatencyMeasurement.numRecordsIn_max,LatencyMeasurement.numRecordsIn_avg,LatencyMeasurement.numRecordsIn_sum,LatencyMeasurement.numRecordsOut_min,LatencyMeasurement.numRecordsOut_max,LatencyMeasurement.numRecordsOut_avg,LatencyMeasurement.numRecordsOut_sum,LatencyMeasurement.currentOutputWatermark_min,LatencyMeasurement.currentOutputWatermark_max,LatencyMeasurement.currentOutputWatermark_avg,LatencyMeasurement.currentOutputWatermark_sum,LatencyMeasurement.currentInputWatermark_min,LatencyMeasurement.currentInputWatermark_max,LatencyMeasurement.currentInputWatermark_avg,LatencyMeasurement.currentInputWatermark_sum,LatencyMeasurement.numRecordsOutPerSecond_min,LatencyMeasurement.numRecordsOutPerSecond_max,LatencyMeasurement.numRecordsOutPerSecond_avg,LatencyMeasurement.numRecordsOutPerSecond_sum,LatencyMeasurement.numRecordsInPerSecond_min,LatencyMeasurement.numRecordsInPerSecond_max,LatencyMeasurement.numRecordsInPerSecond_avg,LatencyMeasurement.numRecordsInPerSecond_sum
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-2.7670116110564327e+19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,113.0,52.666666666666664,158.0,61325.0,63156.0,62153.0,186459.0,61325.0,63156.0,62153.0,186459.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,688.5166666666667,852.6,761.5666666666667,2284.7000000000003,688.5,852.6,761.5666666666666,2284.7
19.0,113.0,52.666666666666664,158.0,61325.0,63156.0,62153.0,186459.0,61325.0,63156.0,62153.0,186459.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,688.5166666666667,852.6,761.5666666666667,2284.7000000000003,688.5,852.6,761.5666666666666,2284.7
19.0,113.0,52.666666666666664,158.0,61325.0,63156.0,62153.0,186459.0,61325.0,63156.0,62153.0,186459.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,688.5166666666667,852.6,761.5666666666667,2284.7000000000003,688.5,852.6,761.5666666666666,2284.7
19.0,113.0,52.666666666666664,158.0,61325.0,63156.0,62153.0,186459.0,61325.0,63156.0,62153.0,186459.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,688.5166666666667,852.6,761.5666666666667,2284.7000000000003,688.5,852.6,761.5666666666666,2284.7
19.0,113.0,52.666666666666664,158.0,61325.0,63156.0,62153.0,186459.0,61325.0,63156.0,62153.0,186459.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,688.5166666666667,852.6,761.5666666666667,2284.7000000000003,688.5,852.6,761.5666666666666,2284.7
19.0,113.0,52.666666666666664,158.0,61325.0,63156.0,62153.0,186459.0,61325.0,63156.0,62153.0,186459.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,688.5166666666667,852.6,761.5666666666667,2284.7000000000003,688.5,852.6,761.5666666666666,2284.7
19.0,113.0,52.666666666666664,158.0,61325.0,63156.0,62153.0,186459.0,61325.0,63156.0,62153.0,186459.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,688.5166666666667,852.6,761.5666666666667,2284.7000000000003,688.5,852.6,761.5666666666666,2284.7
19.0,113.0,52.666666666666664,158.0,61325.0,63156.0,62153.0,186459.0,61325.0,63156.0,62153.0,186459.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,1618580783704.0,1618580783704.0,1618580783704.0,4855742351112.0,688.5166666666667,852.6,761.5666666666667,2284.7000000000003,688.5,852.6,761.5666666666666,2284.7
