latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_min_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_max_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_mean_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p999_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_p75_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_p98_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_p99_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_stddev_value
14,278,138.11718750000003,278.0,196.5,262.36,280.4899999999999,63.311852654268044
14,278,138.11718750000003,278.0,196.5,262.36,280.4899999999999,63.311852654268044
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
15,203,98.86718750000001,203.0,132.5,202.0,228.97999999999976,43.97404318364782
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
27,184,97.9765625,184.0,149.75,243.76000000000005,262.84,48.17233394160895
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
28,186,95.10937499999999,186.0,139.5,231.5800000000001,262.84,44.1900082399634
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
46,231,94.80468750000003,231.0,113.0,200.56000000000003,223.7799999999999,31.859462401117018
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
44,231,95.02343750000003,231.0,105.75,184.26,194.51999999999992,35.3520504422649
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
43,219,111.15625,219.0,131.0,208.72000000000003,219.42,43.56215296860156
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
65,211,125.94531249999999,211.0,151.75,221.78000000000003,234.80999999999995,38.76879782814229
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
67,214,117.67968750000001,214.0,140.0,217.94,237.61999999999986,39.95254243656678
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
91,242,105.296875,242.0,127.0,191.14000000000004,202.42,37.180885486643085
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
3,242,83.59375000000003,242.0,118.75,201.84,218.61999999999986,47.94248676697501
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
11,172,64.11718749999999,172.0,107.0,142.0,152.64999999999992,44.74159114128968
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
20,187,86.35156250000004,187.0,127.0,182.88000000000002,194.54999999999995,44.66743912639538
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
31,248,121.27343750000001,248.0,147.75,242.62,250.42,41.67390676926494
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
40,238,140.56250000000009,238.0,172.25,257.32000000000005,288.96999999999997,40.83278931289003
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
48,244,146.47656250000006,244.0,183.75,266.6400000000001,310.8799999999998,54.09121631631831
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,244,134.55468750000006,244.0,181.75,271.78000000000003,306.8199999999997,51.47281540663796
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
69,216,105.7421875,216.0,122.75,198.42000000000002,243.0199999999996,37.14267338945526
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
25,216,119.96093750000001,216.0,129.0,211.72000000000003,223.83999999999997,35.24676438492332
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
4,300,130.15624999999994,300.0,140.0,219.72000000000003,304.2599999999993,20.443313634108335
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
10,300,137.35937499999997,300.0,154.0,198.46000000000004,206.70999999999998,30.596778134062404
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
17,209,141.4062499999999,209.0,157.0,199.42000000000002,200.70999999999998,37.99915819622914
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
30,209,122.21093750000001,209.0,150.75,199.42000000000002,204.25999999999996,53.119514538473986
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
31,267,80.9765625,267.0,99.75,176.62,183.70999999999998,38.115337777820145
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
46,193,73.50000000000001,193.0,90.0,161.10000000000002,178.19999999999987,26.37122248763083
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
58,173,82.6875,173.0,98.0,165.8400000000001,209.4899999999999,31.55829715917217
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,175,99.92187499999997,175.0,114.0,183.42000000000002,195.3599999999999,24.45397688983013
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
39,173,104.32031250000003,173.0,118.75,161.84,171.51999999999992,29.311907659008416
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
46,187,109.97656250000001,187.0,123.0,172.68,178.54999999999995,20.828414117394278
