VCTWindow_join.numRecordsOut_min,VCTWindow_join.numRecordsOut_max,VCTWindow_join.numRecordsOut_avg,VCTWindow_join.numRecordsOut_sum,VCTWindow_join.currentInput1Watermark_min,VCTWindow_join.currentInput1Watermark_max,VCTWindow_join.currentInput1Watermark_avg,VCTWindow_join.currentInput1Watermark_sum,VCTWindow_join.numRecordsInPerSecond_min,VCTWindow_join.numRecordsInPerSecond_max,VCTWindow_join.numRecordsInPerSecond_avg,VCTWindow_join.numRecordsInPerSecond_sum,VCTWindow_join.currentInputWatermark_min,VCTWindow_join.currentInputWatermark_max,VCTWindow_join.currentInputWatermark_avg,VCTWindow_join.currentInputWatermark_sum,VCTWindow_join.numRecordsOutPerSecond_min,VCTWindow_join.numRecordsOutPerSecond_max,VCTWindow_join.numRecordsOutPerSecond_avg,VCTWindow_join.numRecordsOutPerSecond_sum,VCTWindow_join.currentOutputWatermark_min,VCTWindow_join.currentOutputWatermark_max,VCTWindow_join.currentOutputWatermark_avg,VCTWindow_join.currentOutputWatermark_sum,VCTWindow_join.currentInput2Watermark_min,VCTWindow_join.currentInput2Watermark_max,VCTWindow_join.currentInput2Watermark_avg,VCTWindow_join.currentInput2Watermark_sum,VCTWindow_join.numRecordsIn_min,VCTWindow_join.numRecordsIn_max,VCTWindow_join.numRecordsIn_avg,VCTWindow_join.numRecordsIn_sum
0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,-9.223372036854776e+18,-9.223372036854776e+18,-9.223372036854776e+18,-3.6893488147419103e+19,0.0,0.0,0.0,0.0
9765.0,17465.0,12666.5,50666.0,1618401811194.0,1618401811289.0,1618401811265.25,6473607245061.0,7.266666666666667,12.1,9.583333333333334,38.333333333333336,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,79.38333333333334,138.66666666666666,109.17083333333332,436.6833333333333,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,1618401811214.0,1618401811214.0,1618401811214.0,6473607244856.0,753.0,1311.0,953.25,3813.0
9765.0,17465.0,12666.5,50666.0,1618401811194.0,1618401811289.0,1618401811265.25,6473607245061.0,7.266666666666667,12.1,9.583333333333334,38.333333333333336,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,79.38333333333334,138.66666666666666,109.17083333333332,436.6833333333333,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,1618401811214.0,1618401811214.0,1618401811214.0,6473607244856.0,753.0,1311.0,953.25,3813.0
9765.0,17465.0,12666.5,50666.0,1618401811194.0,1618401811289.0,1618401811265.25,6473607245061.0,7.266666666666667,12.1,9.583333333333334,38.333333333333336,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,79.38333333333334,138.66666666666666,109.17083333333332,436.6833333333333,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,1618401811214.0,1618401811214.0,1618401811214.0,6473607244856.0,753.0,1311.0,953.25,3813.0
9765.0,17465.0,12666.5,50666.0,1618401811194.0,1618401811289.0,1618401811265.25,6473607245061.0,7.266666666666667,12.1,9.583333333333334,38.333333333333336,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,79.38333333333334,138.66666666666666,109.17083333333332,436.6833333333333,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,1618401811214.0,1618401811214.0,1618401811214.0,6473607244856.0,753.0,1311.0,953.25,3813.0
9765.0,17465.0,12666.5,50666.0,1618401811194.0,1618401811289.0,1618401811265.25,6473607245061.0,7.266666666666667,12.1,9.583333333333334,38.333333333333336,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,79.38333333333334,138.66666666666666,109.17083333333332,436.6833333333333,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,1618401811214.0,1618401811214.0,1618401811214.0,6473607244856.0,753.0,1311.0,953.25,3813.0
9765.0,17465.0,12666.5,50666.0,1618401811194.0,1618401811289.0,1618401811265.25,6473607245061.0,7.266666666666667,12.1,9.583333333333334,38.333333333333336,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,79.38333333333334,138.66666666666666,109.17083333333332,436.6833333333333,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,1618401811214.0,1618401811214.0,1618401811214.0,6473607244856.0,753.0,1311.0,953.25,3813.0
9765.0,17465.0,12666.5,50666.0,1618401811194.0,1618401811289.0,1618401811265.25,6473607245061.0,7.266666666666667,12.1,9.583333333333334,38.333333333333336,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,79.38333333333334,138.66666666666666,109.17083333333332,436.6833333333333,1618401811194.0,1618401811214.0,1618401811209.0,6473607244836.0,1618401811214.0,1618401811214.0,1618401811214.0,6473607244856.0,753.0,1311.0,953.25,3813.0
