latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p75_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_max_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_min_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_p95_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_p98_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_median_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p90_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_p90_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_p90_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_mean_value
135.75,181,15,191.64999999999998,213.68,71.5,150.10000000000002,157.3,162.50000000000006,99.94531250000001
135.75,181,15,191.64999999999998,213.68,71.5,150.10000000000002,157.3,162.50000000000006,99.94531250000001
135.75,181,15,191.64999999999998,213.68,71.5,150.10000000000002,157.3,162.50000000000006,99.94531250000001
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
138.75,226,19,196.95,218.12000000000006,120.0,157.20000000000002,166.20000000000002,175.0,104.22656249999999
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
148.0,203,29,189.75,239.68,126.5,161.10000000000002,175.20000000000002,160.20000000000002,90.15625
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
168.75,251,42,178.55,211.84,104.0,191.3,181.10000000000002,150.0,81.64843749999999
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
171.0,208,51,169.2,208.42000000000002,92.5,190.0,181.0,153.50000000000006,94.64062500000001
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
124.75,234,59,189.84999999999997,220.10000000000002,102.5,168.10000000000002,168.3,167.10000000000002,107.203125
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
114.0,234,71,196.1,202.72000000000003,99.5,141.00000000000009,142.9000000000001,185.10000000000002,120.18750000000003
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
118.75,268,20,202.2,213.72000000000003,108.0,143.0,145.60000000000005,177.20000000000002,118.24999999999997
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
135.75,236,13,158.0,233.68,120.0,184.70000000000005,194.10000000000002,145.20000000000002,104.32031250000004
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
136.0,207,3,187.14999999999998,229.10000000000002,111.0,156.60000000000005,173.5000000000001,141.0,88.58593750000006
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
106.0,192,8,134.0,188.26,48.0,136.0,127.40000000000003,122.20000000000002,76.21093749999997
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
63.75,201,20,162.0,149.78000000000003,57.5,102.30000000000003,124.10000000000001,146.20000000000002,100.21093750000003
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
93.5,201,37,193.64999999999998,187.66000000000003,63.5,145.0,138.10000000000002,174.10000000000002,107.85937499999999
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
97.25,203,51,214.75,173.68,75.5,146.10000000000002,139.3,202.10000000000002,139.43750000000006
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
102.0,260,27,232.2,199.04000000000002,96.0,149.60000000000005,155.20000000000002,207.10000000000002,144.60937500000003
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
115.0,260,19,242.29999999999998,203.10000000000002,93.5,154.0,162.0,200.50000000000006,130.4296875
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
123.75,234,62,161.55,202.26,110.0,167.10000000000002,179.10000000000002,147.20000000000002,104.08593749999996
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
141.75,244,64,172.69999999999996,261.1,129.0,172.0,199.0,159.0,118.99218749999999
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
117.0,218,70,192.2,217.66000000000003,51.0,141.10000000000002,170.0,168.10000000000002,127.53906250000001
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
75.75,163,21,182.95,143.66000000000003,47.0,121.10000000000001,109.20000000000002,172.10000000000002,135.9375
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
81.75,159,21,193.55,133.68,50.0,122.10000000000001,124.0,178.10000000000002,141.40625000000006
94.75,159,25,183.0,206.36,61.0,139.0,130.10000000000002,170.0,126.74218749999996
