latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_min_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_p99_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_p98_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_median_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_p99_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_stddev_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_stddev_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_p98_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_p95_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_p75_value
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
63,689.2799999999995,639.84,137.5,630.81,66.12919410139519,126.26044823063779,586.4600000000002,535.55,206.75
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
14,255.67999999999995,245.36,119.0,330.0899999999995,61.22315416816757,63.779879519297175,270.52,224.64999999999998,154.5
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
13,172.67999999999995,160.62,74.0,214.83999999999997,45.19047341857878,50.19164980490076,208.52,182.64999999999998,131.0
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,199.00999999999982,176.42000000000002,84.0,213.09999999999994,50.22789537614853,52.27640271675104,200.78000000000003,184.55,140.75
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
29,197.38999999999993,186.36,78.0,210.0,46.90752480536723,46.62742890171246,202.46000000000004,179.0,148.5
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
49,187.61999999999986,165.62,76.0,187.67999999999995,49.60406163420729,32.24258196899807,177.36,149.64999999999998,160.25
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,193.2299999999999,181.68,83.0,197.67999999999995,43.15709535440416,35.0724187515862,190.84,174.79999999999995,132.5
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
31,293.2399999999997,237.64000000000007,106.5,235.8499999999998,36.081787971611746,36.924344736934316,204.62,185.95,136.75
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
16,215.0,210.94,109.0,209.42,32.52933261404175,37.43461491321618,203.36,193.55,117.0
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
35,229.90999999999985,208.04000000000002,105.0,209.70999999999998,36.54245909126817,36.90272379678833,202.62,185.2,132.75
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
87,217.1399999999998,193.0,104.0,208.2299999999999,31.892843739487056,47.9394193812382,197.84,186.75,148.5
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
4,198.42,194.68,101.0,228.13,51.85606214419258,49.39659960622271,206.86000000000007,161.2,136.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
12,185.2299999999999,172.52,50.0,174.70999999999998,47.603490141186576,43.15521379687894,165.3,147.0,86.75
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
17,186.83999999999997,179.94,78.0,208.80999999999995,33.74639088314178,46.5899607894047,198.68,189.55,83.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
32,202.80999999999995,190.94,123.5,200.54999999999995,35.11247044439712,42.11247301997674,192.36,169.64999999999998,97.0
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
41,221.7799999999999,204.36,139.5,229.83999999999997,33.7551313903111,41.15454835608939,223.52,205.39999999999998,113.5
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
60,262.90999999999985,242.20000000000002,157.5,271.46999999999963,39.00447856250704,52.18550110510152,225.20000000000002,217.55,107.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
66,264.93999999999994,243.40000000000003,112.0,313.80999999999995,39.36758225967708,60.75660536900138,284.5400000000001,232.34999999999997,121.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
78,259.67999999999995,231.96000000000006,100.5,194.32999999999987,32.64286814223256,24.47142873456766,175.10000000000002,150.55,124.0
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
24,259.67999999999995,232.54000000000008,120.5,179.70999999999998,42.24230509878756,24.744201927632112,176.10000000000002,170.55,147.5
5,189.51999999999992,177.52,125.0,194.7799999999999,54.09891558361253,22.80692750944896,177.36,168.1,110.5
5,189.51999999999992,177.52,125.0,194.7799999999999,54.09891558361253,22.80692750944896,177.36,168.1,110.5
5,189.51999999999992,177.52,125.0,194.7799999999999,54.09891558361253,22.80692750944896,177.36,168.1,110.5
5,189.51999999999992,177.52,125.0,194.7799999999999,54.09891558361253,22.80692750944896,177.36,168.1,110.5
5,189.51999999999992,177.52,125.0,194.7799999999999,54.09891558361253,22.80692750944896,177.36,168.1,110.5
5,189.51999999999992,177.52,125.0,194.7799999999999,54.09891558361253,22.80692750944896,177.36,168.1,110.5
