latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_max_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p90_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_p999_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_p999_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_max_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.2.latency_max_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p999_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_max_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_min_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p99_value
196,164.20000000000002,212.0,220.0,212,199,229.0,220,28,272.5099999999995
196,164.20000000000002,212.0,220.0,212,199,229.0,220,28,272.5099999999995
196,164.20000000000002,212.0,220.0,212,199,229.0,220,28,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
241,168.0,199.0,188.0,199,212,288.0,188,21,272.5099999999995
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
215,144.0,200.0,193.0,200,188,288.0,193,11,204.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
148,95.10000000000001,267.0,211.0,267,274,231.0,211,25,139.64999999999992
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
151,113.0,240.0,236.0,240,150,231.0,236,28,153.2299999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
152,115.10000000000001,246.0,216.0,246,200,275.0,216,28,148.4899999999999
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
156,128.20000000000002,179.0,226.0,179,151,207.0,226,48,156.83999999999997
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
165,135.10000000000002,199.0,204.0,199,187,224.0,204,66,164.54999999999995
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
179,141.20000000000002,242.0,281.0,242,177,241.0,281,21,161.0
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
183,155.0,208.0,218.0,208,173,241.0,218,12,181.90999999999985
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
319,144.3,197.0,211.0,197,170,245.0,211,14,204.2999999999998
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
162,130.10000000000002,188.0,187.0,188,192,193.0,187,4,169.7799999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
111,88.50000000000004,214.0,203.0,214,221,198.0,203,18,120.6499999999999
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
225,89.80000000000007,229.0,183.0,229,221,180.0,183,24,180.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
246,178.10000000000002,226.0,269.0,226,275,233.0,269,32,207.13
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,189.20000000000002,239.0,269.0,239,275,254.0,269,47,215.42
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
264,204.0,275.0,245.0,275,262,254.0,245,21,218.13
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
226,194.10000000000002,245.0,291.0,245,262,298.0,291,19,307.04999999999967
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
224,185.10000000000002,346.0,291.0,346,264,227.0,291,17,256.0999999999999
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
259,158.20000000000002,264.0,215.0,264,260,199.0,215,46,207.70999999999998
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
272,165.50000000000006,213.0,248.0,213,224,193.0,248,36,268.0599999999995
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
177,153.10000000000002,213.0,179.0,213,224,191.0,179,18,261.96999999999935
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
189,141.10000000000002,210.0,164.0,210,181,179.0,164,31,175.09999999999994
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
202,152.20000000000002,210.0,181.0,210,196,163.0,181,29,192.25999999999996
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
197,147.3,169.0,167.0,169,215,213.0,167,32,190.51999999999992
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
157,128.20000000000002,190.0,199.0,190,245,233.0,199,31,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
182,130.0,232.0,251.0,232,159,233.0,251,33,217.45999999999984
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,138.10000000000002,219.0,251.0,219,177,222.0,251,40,175.96999999999997
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
266,150.0,225.0,253.0,225,168,252.0,253,8,221.88999999999965
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
181,141.20000000000002,210.0,241.0,210,170,252.0,241,8,207.87999999999982
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,155.0,210.0,212.0,210,216,226.0,212,14,216.0
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
240,152.20000000000002,170.0,165.0,170,200,181.0,165,11,202.19999999999987
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
196,151.0,208.0,195.0,208,243,150.0,195,14,167.13
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
211,153.10000000000002,155.0,149.0,155,300,150.0,149,22,191.83999999999997
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
219,174.3,173.0,159.0,173,220,158.0,159,30,218.54999999999995
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
192,112.20000000000002,223.0,187.0,223,269,163.0,187,44,214.19999999999987
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
183,107.20000000000002,246.0,311.0,246,260,211.0,311,46,128.54999999999995
176,142.10000000000002,217.0,282.0,217,207,259.0,282,57,200.7799999999999
176,142.10000000000002,217.0,282.0,217,207,259.0,282,57,200.7799999999999
176,142.10000000000002,217.0,282.0,217,207,259.0,282,57,200.7799999999999
176,142.10000000000002,217.0,282.0,217,207,259.0,282,57,200.7799999999999
176,142.10000000000002,217.0,282.0,217,207,259.0,282,57,200.7799999999999
