Window_join_the_incoming_items.currentInput2Watermark_min,Window_join_the_incoming_items.currentInput2Watermark_max,Window_join_the_incoming_items.currentInput2Watermark_avg,Window_join_the_incoming_items.currentInput2Watermark_sum,Window_join_the_incoming_items.currentInputWatermark_min,Window_join_the_incoming_items.currentInputWatermark_max,Window_join_the_incoming_items.currentInputWatermark_avg,Window_join_the_incoming_items.currentInputWatermark_sum,Window_join_the_incoming_items.numRecordsIn_min,Window_join_the_incoming_items.numRecordsIn_max,Window_join_the_incoming_items.numRecordsIn_avg,Window_join_the_incoming_items.numRecordsIn_sum,Window_join_the_incoming_items.numRecordsOut_min,Window_join_the_incoming_items.numRecordsOut_max,Window_join_the_incoming_items.numRecordsOut_avg,Window_join_the_incoming_items.numRecordsOut_sum,Window_join_the_incoming_items.numRecordsOutPerSecond_min,Window_join_the_incoming_items.numRecordsOutPerSecond_max,Window_join_the_incoming_items.numRecordsOutPerSecond_avg,Window_join_the_incoming_items.numRecordsOutPerSecond_sum,Window_join_the_incoming_items.numRecordsInPerSecond_min,Window_join_the_incoming_items.numRecordsInPerSecond_max,Window_join_the_incoming_items.numRecordsInPerSecond_avg,Window_join_the_incoming_items.numRecordsInPerSecond_sum,Window_join_the_incoming_items.currentOutputWatermark_min,Window_join_the_incoming_items.currentOutputWatermark_max,Window_join_the_incoming_items.currentOutputWatermark_avg,Window_join_the_incoming_items.currentOutputWatermark_sum,Window_join_the_incoming_items.currentInput1Watermark_min,Window_join_the_incoming_items.currentInput1Watermark_max,Window_join_the_incoming_items.currentInput1Watermark_avg,Window_join_the_incoming_items.currentInput1Watermark_sum
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,6070.0,7054.0,6444.25,25777.0,89850.0,104908.0,95174.0,380696.0,1263.55,1476.5166666666667,1370.7333333333333,5482.933333333333,85.83333333333333,99.68333333333334,92.87916666666666,371.51666666666665,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0,1618263236489.0,1618263236489.0,1618263236489.0,6473052945956.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,8716.0,10069.0,9318.0,37272.0,129507.0,150007.0,138033.75,552135.0,1975.35,2242.5,2082.7208333333333,8330.883333333333,132.6,150.23333333333332,140.24166666666665,560.9666666666666,1618263246509.0,1618263246514.0,1618263246510.25,6473052986041.0,1618263246509.0,1618263246514.0,1618263246511.5,6473052986046.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263256609.0,1618263256609.0,1618263256609.0,6473053026436.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,10603.0,13534.0,12179.0,48716.0,157539.0,201462.0,180848.25,723393.0,2471.366666666667,3066.5666666666666,2796.3875,11185.55,165.63333333333333,205.13333333333333,187.80833333333334,751.2333333333333,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0,1618263256589.0,1618263256589.0,1618263256589.0,6473053026356.0
1618263266664.0,1618263266664.0,1618263266664.0,6473053066656.0,1618263266610.0,1618263266610.0,1618263266610.0,6473053066440.0,12994.0,16695.0,15035.75,60143.0,193529.0,249132.0,223653.75,894615.0,3056.25,3847.7,3509.2,14036.8,204.7,257.28333333333336,235.3625,941.45,1618263266610.0,1618263266610.0,1618263266610.0,6473053066440.0,1618263266610.0,1618263266610.0,1618263266610.0,6473053066440.0
