latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_p999_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_p95_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p98_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p95_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_p99_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.3.latency_min_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.0.latency_mean_value,latency.source_id.feca28aff5a3958840bee985ee7de4d3.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_stddev_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_p99_value,latency.source_id.bc764cd8ddf7a0cff126f51c16239658.operator_id.b7868a2f9612446a30af8150d6eedb0e.operator_subtask_index.1.latency_median_value
466.0,477.29999999999995,399.5000000000001,244.19999999999993,891.7399999999982,49,186.6875,64.63247807371167,448.67999999999995,149.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
466.0,477.29999999999995,399.5000000000001,258.29999999999995,891.7399999999982,60,186.33593749999997,58.852659928916225,448.67999999999995,152.0
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
286.0,225.64999999999998,231.94,223.0,315.8199999999997,17,126.29687500000001,60.03801084365631,258.7199999999998,132.5
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
181.0,188.0,188.68,171.2,223.80999999999995,16,87.30468749999996,48.759006335434044,193.83999999999997,80.0
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
226.0,185.29999999999998,192.10000000000002,175.84999999999997,246.80999999999995,25,105.7890625,50.19810165184356,197.83999999999997,119.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
203.0,191.49999999999997,215.26,189.2,256.1999999999999,33,115.80468750000004,42.26421102380319,217.70999999999998,74.5
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
251.0,195.1,234.26,215.49999999999997,213.70999999999998,44,116.578125,34.37292227077982,249.4899999999999,107.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
208.0,193.0,239.72000000000003,217.64999999999998,221.06999999999988,39,110.765625,36.65818583321707,253.25999999999996,112.0
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,202.59999999999997,190.42000000000002,178.29999999999998,225.83999999999997,52,111.05468750000006,37.4068396625979,230.04999999999967,97.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
234.0,170.1,189.04000000000002,170.64999999999998,219.80999999999995,70,106.09375,38.32743307324732,231.4999999999997,99.5
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
268.0,185.64999999999998,196.62,178.59999999999997,229.38999999999993,16,114.95312499999993,39.479654850893375,207.96999999999997,103.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
236.0,208.1,239.72000000000003,204.75,262.26999999999975,12,128.1171875,41.24674214646353,249.70999999999998,115.0
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
207.0,207.2,218.56000000000003,179.75,260.39999999999975,10,100.19531249999997,51.244221394982205,239.64999999999992,112.5
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
192.0,146.55,164.40000000000003,143.55,195.67999999999995,9,66.15625000000001,41.955532797039595,189.4899999999999,53.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,131.55,126.78000000000002,120.55,171.32999999999987,22,69.73437500000001,44.16809504697639,135.54999999999995,44.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
201.0,155.0,174.10000000000002,151.0,237.2099999999997,40,79.11718749999997,44.372605846471295,206.81999999999974,65.0
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
203.0,163.04999999999995,170.3,155.0,217.88999999999965,46,87.89843749999999,44.20984988406603,182.54999999999995,72.5
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,166.84999999999997,174.42000000000002,165.1,226.5899999999998,46,104.30468749999994,51.0469522947519,179.96999999999997,80.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
260.0,174.1,171.42000000000002,167.64999999999998,214.51999999999992,14,105.1484375,52.95959719019059,178.38999999999993,96.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
234.0,194.55,197.84,180.64999999999998,217.4899999999999,18,121.10156249999999,29.289981045834665,200.42,102.0
244.0,212.29999999999998,200.42000000000002,188.1,271.80999999999995,63,140.8125,25.32181526368186,207.38999999999993,120.0
244.0,212.29999999999998,200.42000000000002,188.1,271.80999999999995,63,140.8125,25.32181526368186,207.38999999999993,120.0
244.0,212.29999999999998,200.42000000000002,188.1,271.80999999999995,63,140.8125,25.32181526368186,207.38999999999993,120.0
244.0,212.29999999999998,200.42000000000002,188.1,271.80999999999995,63,140.8125,25.32181526368186,207.38999999999993,120.0
244.0,212.29999999999998,200.42000000000002,188.1,271.80999999999995,63,140.8125,25.32181526368186,207.38999999999993,120.0
244.0,212.29999999999998,200.42000000000002,188.1,271.80999999999995,63,140.8125,25.32181526368186,207.38999999999993,120.0
244.0,212.29999999999998,200.42000000000002,188.1,271.80999999999995,63,140.8125,25.32181526368186,207.38999999999993,120.0
244.0,212.29999999999998,200.42000000000002,188.1,271.80999999999995,63,140.8125,25.32181526368186,207.38999999999993,120.0
