Status.JVM.GarbageCollector.G1_Young_Generation.Count_min,Status.JVM.GarbageCollector.G1_Young_Generation.Count_max,Status.JVM.GarbageCollector.G1_Young_Generation.Count_avg,Status.JVM.GarbageCollector.G1_Young_Generation.Count_sum,Status.JVM.CPU.Load_min,Status.JVM.CPU.Load_max,Status.JVM.CPU.Load_avg,Status.JVM.CPU.Load_sum,Status.JVM.Memory.Heap.Used_min,Status.JVM.Memory.Heap.Used_max,Status.JVM.Memory.Heap.Used_avg,Status.JVM.Memory.Heap.Used_sum,Status.JVM.Memory.Heap.Committed_min,Status.JVM.Memory.Heap.Committed_max,Status.JVM.Memory.Heap.Committed_avg,Status.JVM.Memory.Heap.Committed_sum,Status.JVM.Memory.Heap.Max_min,Status.JVM.Memory.Heap.Max_max,Status.JVM.Memory.Heap.Max_avg,Status.JVM.Memory.Heap.Max_sum,Status.JVM.Memory.NonHeap.Used_min,Status.JVM.Memory.NonHeap.Used_max,Status.JVM.Memory.NonHeap.Used_avg,Status.JVM.Memory.NonHeap.Used_sum,Status.JVM.Memory.NonHeap.Committed_min,Status.JVM.Memory.NonHeap.Committed_max,Status.JVM.Memory.NonHeap.Committed_avg,Status.JVM.Memory.NonHeap.Committed_sum,Status.JVM.Memory.NonHeap.Max_min,Status.JVM.Memory.NonHeap.Max_max,Status.JVM.Memory.NonHeap.Max_avg,Status.JVM.Memory.NonHeap.Max_sum
4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,264765448.0,264765448.0,264765448.0,264765448.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,103155792.0,103155792.0,103155792.0,103155792.0,106889216.0,106889216.0,106889216.0,106889216.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,264765448.0,264765448.0,264765448.0,264765448.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,103155792.0,103155792.0,103155792.0,103155792.0,106889216.0,106889216.0,106889216.0,106889216.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,264765448.0,264765448.0,264765448.0,264765448.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,103155792.0,103155792.0,103155792.0,103155792.0,106889216.0,106889216.0,106889216.0,106889216.0,780140544.0,780140544.0,780140544.0,780140544.0
4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,264765448.0,264765448.0,264765448.0,264765448.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,103155792.0,103155792.0,103155792.0,103155792.0,106889216.0,106889216.0,106889216.0,106889216.0,780140544.0,780140544.0,780140544.0,780140544.0
14.0,14.0,14.0,14.0,0.11671020476952894,0.11671020476952894,0.11671020476952894,0.11671020476952894,113770992.0,113770992.0,113770992.0,113770992.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,123315928.0,123315928.0,123315928.0,123315928.0,127270912.0,127270912.0,127270912.0,127270912.0,780140544.0,780140544.0,780140544.0,780140544.0
14.0,14.0,14.0,14.0,0.11671020476952894,0.11671020476952894,0.11671020476952894,0.11671020476952894,113770992.0,113770992.0,113770992.0,113770992.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,123315928.0,123315928.0,123315928.0,123315928.0,127270912.0,127270912.0,127270912.0,127270912.0,780140544.0,780140544.0,780140544.0,780140544.0
14.0,14.0,14.0,14.0,0.11671020476952894,0.11671020476952894,0.11671020476952894,0.11671020476952894,113770992.0,113770992.0,113770992.0,113770992.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,123315928.0,123315928.0,123315928.0,123315928.0,127270912.0,127270912.0,127270912.0,127270912.0,780140544.0,780140544.0,780140544.0,780140544.0
14.0,14.0,14.0,14.0,0.11671020476952894,0.11671020476952894,0.11671020476952894,0.11671020476952894,113770992.0,113770992.0,113770992.0,113770992.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,123315928.0,123315928.0,123315928.0,123315928.0,127270912.0,127270912.0,127270912.0,127270912.0,780140544.0,780140544.0,780140544.0,780140544.0
14.0,14.0,14.0,14.0,0.11671020476952894,0.11671020476952894,0.11671020476952894,0.11671020476952894,113770992.0,113770992.0,113770992.0,113770992.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,123315928.0,123315928.0,123315928.0,123315928.0,127270912.0,127270912.0,127270912.0,127270912.0,780140544.0,780140544.0,780140544.0,780140544.0
14.0,14.0,14.0,14.0,0.11671020476952894,0.11671020476952894,0.11671020476952894,0.11671020476952894,113770992.0,113770992.0,113770992.0,113770992.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,536870912.0,123315928.0,123315928.0,123315928.0,123315928.0,127270912.0,127270912.0,127270912.0,127270912.0,780140544.0,780140544.0,780140544.0,780140544.0
